ENVO:00000004	administrative region	GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4	ADMINISTRATIVE DIVISIONS	administrative divis		info(related-label,rdf(ENVO:00000004-administrative region,oio:hasRelatedSynonym-has_related_synonym,administrative division-administrative division^^xsd:string)-rdf(GCMD:1ae304de-252c-45da-8dd8-df99a281e4f4-ADMINISTRATIVE DIVISIONS,skos:prefLabel,(ADMINISTRATIVE DIVISIONS-ADMINISTRATIVE DIVISIONS)@en),stem)	
GCMD:84784fef-5b76-45a0-91e0-28788e09fea6	WATER PRESSURE	ENVO:3100033	pressure of water	water pressur		info(label-exact,rdf(GCMD:84784fef-5b76-45a0-91e0-28788e09fea6-WATER PRESSURE,skos:prefLabel,(WATER PRESSURE-WATER PRESSURE)@en)-rdf(ENVO:3100033-pressure of water,oio:hasExactSynonym-has_exact_synonym,water pressure-water pressure^^xsd:string),stem)	
GCMD:84784fef-5b76-45a0-91e0-28788e09fea6	WATER PRESSURE	ENVO:3100033	pressure of water	water pressure		info(label-exact,rdf(GCMD:84784fef-5b76-45a0-91e0-28788e09fea6-WATER PRESSURE,skos:prefLabel,(WATER PRESSURE-WATER PRESSURE)@en)-rdf(ENVO:3100033-pressure of water,oio:hasExactSynonym-has_exact_synonym,water pressure-water pressure^^xsd:string),downcase)	
GCMD:85353d7b-05d8-4c32-a5b2-065f1f22f026	SEDIMENTARY ROCKS	ENVO:00002016	sedimentary rock	sedimentary rock		info(label-label,rdf(GCMD:85353d7b-05d8-4c32-a5b2-065f1f22f026-SEDIMENTARY ROCKS,skos:prefLabel,(SEDIMENTARY ROCKS-SEDIMENTARY ROCKS)@en)-rdf(ENVO:00002016-sedimentary rock,rdfs:label,sedimentary rock-sedimentary rock^^xsd:string),stem)	
GCMD:855dc9f5-ccbf-4972-8828-41e11f2aca7a	WILDFIRES	ENVO:01000787	wildfire	wildfir		info(label-label,rdf(GCMD:855dc9f5-ccbf-4972-8828-41e11f2aca7a-WILDFIRES,skos:prefLabel,(WILDFIRES-WILDFIRES)@en)-rdf(ENVO:01000787-wildfire,rdfs:label,(wildfire-wildfire)@en),stem)	
GCMD:858d3f93-f2eb-4d2a-87c5-68018f206a47	SEDIMENTS	ENVO:00002007	sediment	sediment		info(label-label,rdf(GCMD:858d3f93-f2eb-4d2a-87c5-68018f206a47-SEDIMENTS,skos:prefLabel,(SEDIMENTS-SEDIMENTS)@en)-rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string),stem)	
GCMD:859155e1-d2d3-41a3-8d44-91afa87d68b4	PRESERVATION	ENVO:01001567	protected area	preserv		info(label-related,rdf(GCMD:859155e1-d2d3-41a3-8d44-91afa87d68b4-PRESERVATION,skos:prefLabel,(PRESERVATION-PRESERVATION)@en)-rdf(ENVO:01001567-protected area,oio:hasRelatedSynonym-has_related_synonym,preserve-preserve^^xsd:string),stem)	
GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01	SEA ICE	ENVO:00002200	sea ice	sea ic		info(label-label,rdf(GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en)-rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string),stem)	
GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01	SEA ICE	ENVO:00002200	sea ice	sea ice		info(label-label,rdf(GCMD:860e2af9-ce29-4f3f-b027-ae3747eb3e01-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en)-rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string),downcase)	
GCMD:868b87a1-d8c2-49b3-8bbd-9cbbed115271	WILDFIRES	ENVO:01000787	wildfire	wildfir		info(label-label,rdf(GCMD:868b87a1-d8c2-49b3-8bbd-9cbbed115271-WILDFIRES,skos:prefLabel,(WILDFIRES-WILDFIRES)@en)-rdf(ENVO:01000787-wildfire,rdfs:label,(wildfire-wildfire)@en),stem)	
GCMD:881eea51-e32c-4174-a73f-d56c94122c2e	EVAPORATION	ENVO:02500034	evaporation	evapor		info(label-label,rdf(GCMD:881eea51-e32c-4174-a73f-d56c94122c2e-EVAPORATION,skos:prefLabel,(EVAPORATION-EVAPORATION)@en)-rdf(ENVO:02500034-evaporation,rdfs:label,evaporation-evaporation^^xsd:string),stem)	
GCMD:881eea51-e32c-4174-a73f-d56c94122c2e	EVAPORATION	ENVO:02500034	evaporation	evaporation		info(label-label,rdf(GCMD:881eea51-e32c-4174-a73f-d56c94122c2e-EVAPORATION,skos:prefLabel,(EVAPORATION-EVAPORATION)@en)-rdf(ENVO:02500034-evaporation,rdfs:label,evaporation-evaporation^^xsd:string),downcase)	
GCMD:8b726747-6eba-4ce6-bfc6-ee84616a1862	COAL	ENVO:02000091	coal	coal		info(label-label,rdf(GCMD:8b726747-6eba-4ce6-bfc6-ee84616a1862-COAL,skos:prefLabel,(COAL-COAL)@en)-rdf(ENVO:02000091-coal,rdfs:label,coal-coal^^xsd:string),downcase)	
GCMD:8b726747-6eba-4ce6-bfc6-ee84616a1862	COAL	ENVO:02000091	coal	coal		info(label-label,rdf(GCMD:8b726747-6eba-4ce6-bfc6-ee84616a1862-COAL,skos:prefLabel,(COAL-COAL)@en)-rdf(ENVO:02000091-coal,rdfs:label,coal-coal^^xsd:string),stem)	
GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851	SWAMPS	ENVO:00000233	swamp ecosystem	swamp		info(label-exact,rdf(GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851-SWAMPS,skos:prefLabel,(SWAMPS-SWAMPS)@en)-rdf(ENVO:00000233-swamp ecosystem,oio:hasExactSynonym-has_exact_synonym,Swamp-Swamp^^xsd:string),stem)	
GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851	SWAMPS	ENVO:00000233	swamp ecosystem	swamp		info(label-exact,rdf(GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851-SWAMPS,skos:prefLabel,(SWAMPS-SWAMPS)@en)-rdf(ENVO:00000233-swamp ecosystem,oio:hasExactSynonym-has_exact_synonym,swamp-swamp^^xsd:string),stem)	
GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851	SWAMPS	ENVO:01000190	flooded savanna biome	swamp		info(label-broad,rdf(GCMD:8c05bcf2-d13b-44fd-b1a2-5ec797b2f851-SWAMPS,skos:prefLabel,(SWAMPS-SWAMPS)@en)-rdf(ENVO:01000190-flooded savanna biome,oio:hasBroadSynonym-has_broad_synonym,swamp-swamp^^xsd:string),stem)	
GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319	DUNES	ENVO:00000170	dune	dune		info(label-exact,rdf(GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319-DUNES,skos:prefLabel,(DUNES-DUNES)@en)-rdf(ENVO:00000170-dune,oio:hasExactSynonym-has_exact_synonym,Dune-Dune^^xsd:string),stem)	
GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319	DUNES	ENVO:00000170	dune	dune		info(label-exact,rdf(GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319-DUNES,skos:prefLabel,(DUNES-DUNES)@en)-rdf(ENVO:00000170-dune,oio:hasExactSynonym-has_exact_synonym,dune-dune^^xsd:string),stem)	
GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319	DUNES	ENVO:00000170	dune	dune		info(label-label,rdf(GCMD:8d38de3b-2d05-4ad2-a960-f47a66191319-DUNES,skos:prefLabel,(DUNES-DUNES)@en)-rdf(ENVO:00000170-dune,rdfs:label,dune-dune^^xsd:string),stem)	
GCMD:8f8c1808-ac5f-43e5-8397-dbb3d171144c	BOREHOLES	ENVO:00002226	borehole	borehol		info(label-label,rdf(GCMD:8f8c1808-ac5f-43e5-8397-dbb3d171144c-BOREHOLES,skos:prefLabel,(BOREHOLES-BOREHOLES)@en)-rdf(ENVO:00002226-borehole,rdfs:label,borehole-borehole^^xsd:string),stem)	
GCMD:9015e65f-bbae-4855-a4b6-1bfa601752bd	BIOGEOCHEMICAL CYCLES	ENVO:02500009	biogeochemical cycling	biogeochemical cycl		info(label-label,rdf(GCMD:9015e65f-bbae-4855-a4b6-1bfa601752bd-BIOGEOCHEMICAL CYCLES,skos:prefLabel,(BIOGEOCHEMICAL CYCLES-BIOGEOCHEMICAL CYCLES)@en)-rdf(ENVO:02500009-biogeochemical cycling,rdfs:label,biogeochemical cycling-biogeochemical cycling^^xsd:string),stem)	
GCMD:90e7fd13-2da2-4ba6-9e0c-dbecdf7c2215	ULTRAVIOLET RADIATION	ENVO:21001216	ultraviolet radiation	ultraviolet radi		info(label-label,rdf(GCMD:90e7fd13-2da2-4ba6-9e0c-dbecdf7c2215-ULTRAVIOLET RADIATION,skos:prefLabel,(ULTRAVIOLET RADIATION-ULTRAVIOLET RADIATION)@en)-rdf(ENVO:21001216-ultraviolet radiation,rdfs:label,ultraviolet radiation-ultraviolet radiation^^xsd:string),stem)	
GCMD:90e7fd13-2da2-4ba6-9e0c-dbecdf7c2215	ULTRAVIOLET RADIATION	ENVO:21001216	ultraviolet radiation	ultraviolet radiation		info(label-label,rdf(GCMD:90e7fd13-2da2-4ba6-9e0c-dbecdf7c2215-ULTRAVIOLET RADIATION,skos:prefLabel,(ULTRAVIOLET RADIATION-ULTRAVIOLET RADIATION)@en)-rdf(ENVO:21001216-ultraviolet radiation,rdfs:label,ultraviolet radiation-ultraviolet radiation^^xsd:string),downcase)	
GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d	OCEANS	ENVO:00000015	ocean	ocean		info(label-exact,rdf(GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d-OCEANS,skos:prefLabel,(OCEANS-OCEANS)@en)-rdf(ENVO:00000015-ocean,oio:hasExactSynonym-has_exact_synonym,Ocean-Ocean^^xsd:string),stem)	
GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d	OCEANS	ENVO:00000015	ocean	ocean		info(label-exact,rdf(GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d-OCEANS,skos:prefLabel,(OCEANS-OCEANS)@en)-rdf(ENVO:00000015-ocean,oio:hasExactSynonym-has_exact_synonym,ocean-ocean^^xsd:string),stem)	
GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d	OCEANS	ENVO:00000015	ocean	ocean		info(label-label,rdf(GCMD:91697b7d-8f2b-4954-850e-61d5f61c867d-OCEANS,skos:prefLabel,(OCEANS-OCEANS)@en)-rdf(ENVO:00000015-ocean,rdfs:label,ocean-ocean^^xsd:string),stem)	
GCMD:91c64c46-d040-4daa-b26c-61952fdfaf50	BIOSPHERE	ENVO:01000817	biosphere	biospher		info(label-label,rdf(GCMD:91c64c46-d040-4daa-b26c-61952fdfaf50-BIOSPHERE,skos:prefLabel,(BIOSPHERE-BIOSPHERE)@en)-rdf(ENVO:01000817-biosphere,rdfs:label,(biosphere-biosphere)@en),stem)	
GCMD:91c64c46-d040-4daa-b26c-61952fdfaf50	BIOSPHERE	ENVO:01000817	biosphere	biosphere		info(label-label,rdf(GCMD:91c64c46-d040-4daa-b26c-61952fdfaf50-BIOSPHERE,skos:prefLabel,(BIOSPHERE-BIOSPHERE)@en)-rdf(ENVO:01000817-biosphere,rdfs:label,(biosphere-biosphere)@en),downcase)	
GCMD:9244fe19-b86f-4a8d-82bf-c52f804a77e3	FEED STORAGE	ENVO:01001114	feed storage space	feed storag		info(label-related,rdf(GCMD:9244fe19-b86f-4a8d-82bf-c52f804a77e3-FEED STORAGE,skos:prefLabel,(FEED STORAGE-FEED STORAGE)@en)-rdf(ENVO:01001114-feed storage space,oio:hasRelatedSynonym-has_related_synonym,feed storage-feed storage^^xsd:string),stem)	
GCMD:9244fe19-b86f-4a8d-82bf-c52f804a77e3	FEED STORAGE	ENVO:01001114	feed storage space	feed storage		info(label-related,rdf(GCMD:9244fe19-b86f-4a8d-82bf-c52f804a77e3-FEED STORAGE,skos:prefLabel,(FEED STORAGE-FEED STORAGE)@en)-rdf(ENVO:01001114-feed storage space,oio:hasRelatedSynonym-has_related_synonym,feed storage-feed storage^^xsd:string),downcase)	
GCMD:93c1a177-70e3-4c33-a183-baff7f401697	CONDENSATION	ENVO:01000624	hydrological condensation process	condens		info(label-broad,rdf(GCMD:93c1a177-70e3-4c33-a183-baff7f401697-CONDENSATION,skos:prefLabel,(CONDENSATION-CONDENSATION)@en)-rdf(ENVO:01000624-hydrological condensation process,oio:hasBroadSynonym-has_broad_synonym,condensation-condensation^^xsd:string),stem)	
GCMD:93c1a177-70e3-4c33-a183-baff7f401697	CONDENSATION	ENVO:01000624	hydrological condensation process	condensation		info(label-broad,rdf(GCMD:93c1a177-70e3-4c33-a183-baff7f401697-CONDENSATION,skos:prefLabel,(CONDENSATION-CONDENSATION)@en)-rdf(ENVO:01000624-hydrological condensation process,oio:hasBroadSynonym-has_broad_synonym,condensation-condensation^^xsd:string),downcase)	
GCMD:9457740a-897b-4adc-96fb-f3e3aafa34ea	SEDIMENTATION	ENVO:00002007	sediment	sediment		info(label-label,rdf(GCMD:9457740a-897b-4adc-96fb-f3e3aafa34ea-SEDIMENTATION,skos:prefLabel,(SEDIMENTATION-SEDIMENTATION)@en)-rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string),stem)	
GCMD:96be1efc-d5e2-423d-8ade-00b3d454244d	METEORITES	ENVO:00002035	meteorite	meteorit		info(label-label,rdf(GCMD:96be1efc-d5e2-423d-8ade-00b3d454244d-METEORITES,skos:prefLabel,(METEORITES-METEORITES)@en)-rdf(ENVO:00002035-meteorite,rdfs:label,meteorite-meteorite^^xsd:string),stem)	
GCMD:9a4715a7-1847-4fef-8116-494b36420fb7	DEFORESTATION	ENVO:02500012	deforestation	deforest		info(label-label,rdf(GCMD:9a4715a7-1847-4fef-8116-494b36420fb7-DEFORESTATION,skos:prefLabel,(DEFORESTATION-DEFORESTATION)@en)-rdf(ENVO:02500012-deforestation,rdfs:label,deforestation-deforestation^^xsd:string),stem)	
GCMD:9a4715a7-1847-4fef-8116-494b36420fb7	DEFORESTATION	ENVO:02500012	deforestation	deforestation		info(label-label,rdf(GCMD:9a4715a7-1847-4fef-8116-494b36420fb7-DEFORESTATION,skos:prefLabel,(DEFORESTATION-DEFORESTATION)@en)-rdf(ENVO:02500012-deforestation,rdfs:label,deforestation-deforestation^^xsd:string),downcase)	
GCMD:9bb0de49-1812-400c-a73b-d2686dd9066a	ISLAND ARCS	ENVO:00000220	archipelago	island arc		info(label-related,rdf(GCMD:9bb0de49-1812-400c-a73b-d2686dd9066a-ISLAND ARCS,skos:prefLabel,(ISLAND ARCS-ISLAND ARCS)@en)-rdf(ENVO:00000220-archipelago,oio:hasRelatedSynonym-has_related_synonym,island arc-island arc^^xsd:string),stem)	
GCMD:9bb0de49-1812-400c-a73b-d2686dd9066a	ISLAND ARCS	ENVO:00000353	island arc	island arc		info(label-label,rdf(GCMD:9bb0de49-1812-400c-a73b-d2686dd9066a-ISLAND ARCS,skos:prefLabel,(ISLAND ARCS-ISLAND ARCS)@en)-rdf(ENVO:00000353-island arc,rdfs:label,island arc-island arc^^xsd:string),stem)	
GCMD:9edd23d0-68a9-4bae-8887-705058f48ba7	STORM SURGE	ENVO:01000714	storm surge	storm surg		info(label-label,rdf(GCMD:9edd23d0-68a9-4bae-8887-705058f48ba7-STORM SURGE,skos:prefLabel,(STORM SURGE-STORM SURGE)@en)-rdf(ENVO:01000714-storm surge,rdfs:label,(storm surge-storm surge)@en),stem)	
GCMD:9edd23d0-68a9-4bae-8887-705058f48ba7	STORM SURGE	ENVO:01000714	storm surge	storm surge		info(label-label,rdf(GCMD:9edd23d0-68a9-4bae-8887-705058f48ba7-STORM SURGE,skos:prefLabel,(STORM SURGE-STORM SURGE)@en)-rdf(ENVO:01000714-storm surge,rdfs:label,(storm surge-storm surge)@en),downcase)	
GCMD:9fec9f47-c45d-4f15-8be5-d71424f33647	FIRN LIMIT	ENVO:01001347	glacial equlibrium line	firn limit		info(label-related,rdf(GCMD:9fec9f47-c45d-4f15-8be5-d71424f33647-FIRN LIMIT,skos:prefLabel,(FIRN LIMIT-FIRN LIMIT)@en)-rdf(ENVO:01001347-glacial equlibrium line,oio:hasRelatedSynonym-has_related_synonym,firn limit-firn limit^^xsd:string),downcase)	
GCMD:9fec9f47-c45d-4f15-8be5-d71424f33647	FIRN LIMIT	ENVO:01001347	glacial equlibrium line	firn limit		info(label-related,rdf(GCMD:9fec9f47-c45d-4f15-8be5-d71424f33647-FIRN LIMIT,skos:prefLabel,(FIRN LIMIT-FIRN LIMIT)@en)-rdf(ENVO:01001347-glacial equlibrium line,oio:hasRelatedSynonym-has_related_synonym,firn limit-firn limit^^xsd:string),stem)	
GCMD:a0f3474e-9a54-4a82-97c4-43864b48df4c	SOLAR RADIATION	ENVO:01001211	stellar radiation	solar radi		info(label-narrow,rdf(GCMD:a0f3474e-9a54-4a82-97c4-43864b48df4c-SOLAR RADIATION,skos:prefLabel,(SOLAR RADIATION-SOLAR RADIATION)@en)-rdf(ENVO:01001211-stellar radiation,oio:hasNarrowSynonym-has_narrow_synonym,solar radiation-solar radiation^^xsd:string),stem)	
GCMD:a0f3474e-9a54-4a82-97c4-43864b48df4c	SOLAR RADIATION	ENVO:01001211	stellar radiation	solar radiation		info(label-narrow,rdf(GCMD:a0f3474e-9a54-4a82-97c4-43864b48df4c-SOLAR RADIATION,skos:prefLabel,(SOLAR RADIATION-SOLAR RADIATION)@en)-rdf(ENVO:01001211-stellar radiation,oio:hasNarrowSynonym-has_narrow_synonym,solar radiation-solar radiation^^xsd:string),downcase)	
GCMD:a200e677-384a-42d6-8519-1c7735f0adb9	TORNADOES	ENVO:01001482	tornado	tornado		info(label-label,rdf(GCMD:a200e677-384a-42d6-8519-1c7735f0adb9-TORNADOES,skos:prefLabel,(TORNADOES-TORNADOES)@en)-rdf(ENVO:01001482-tornado,rdfs:label,(tornado-tornado)@en),stem)	
GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e	SEA ICE	ENVO:00002200	sea ice	sea ic		info(label-label,rdf(GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en)-rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string),stem)	
GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e	SEA ICE	ENVO:00002200	sea ice	sea ice		info(label-label,rdf(GCMD:a4aea007-d297-4051-8b41-5cdde00b4d1e-SEA ICE,skos:prefLabel,(SEA ICE-SEA ICE)@en)-rdf(ENVO:00002200-sea ice,rdfs:label,sea ice-sea ice^^xsd:string),downcase)	
GCMD:a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5	SEDIMENTATION	ENVO:00002007	sediment	sediment		info(label-label,rdf(GCMD:a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5-SEDIMENTATION,skos:prefLabel,(SEDIMENTATION-SEDIMENTATION)@en)-rdf(ENVO:00002007-sediment,rdfs:label,sediment-sediment^^xsd:string),stem)	
GCMD:a5ad4f63-7483-4f07-86c7-57037e5faf6c	FOG	ENVO:01000844	fog	fog		info(label-label,rdf(GCMD:a5ad4f63-7483-4f07-86c7-57037e5faf6c-FOG,skos:prefLabel,(FOG-FOG)@en)-rdf(ENVO:01000844-fog,rdfs:label,(fog-fog)@en),downcase)	
GCMD:a5ad4f63-7483-4f07-86c7-57037e5faf6c	FOG	ENVO:01000844	fog	fog		info(label-label,rdf(GCMD:a5ad4f63-7483-4f07-86c7-57037e5faf6c-FOG,skos:prefLabel,(FOG-FOG)@en)-rdf(ENVO:01000844-fog,rdfs:label,(fog-fog)@en),stem)	
GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c	BEACHES	ENVO:00000091	beach	beach		info(label-exact,rdf(GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c-BEACHES,skos:prefLabel,(BEACHES-BEACHES)@en)-rdf(ENVO:00000091-beach,oio:hasExactSynonym-has_exact_synonym,Beach-Beach^^xsd:string),stem)	
GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c	BEACHES	ENVO:00000091	beach	beach		info(label-label,rdf(GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c-BEACHES,skos:prefLabel,(BEACHES-BEACHES)@en)-rdf(ENVO:00000091-beach,rdfs:label,beach-beach^^xsd:string),stem)	
GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c	BEACHES	ENVO:00000091	beach	beach		info(label-related,rdf(GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c-BEACHES,skos:prefLabel,(BEACHES-BEACHES)@en)-rdf(ENVO:00000091-beach,oio:hasRelatedSynonym-has_related_synonym,beach-beach^^xsd:string),stem)	
GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c	BEACHES	ENVO:00000091	beach	beach		info(label-related,rdf(GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c-BEACHES,skos:prefLabel,(BEACHES-BEACHES)@en)-rdf(ENVO:00000091-beach,oio:hasRelatedSynonym-has_related_synonym,beaches-beaches^^xsd:string),stem)	
GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c	BEACHES	ENVO:00000091	beach	beaches		info(label-related,rdf(GCMD:a61d1705-a6b7-4df3-9f8e-57e26029629c-BEACHES,skos:prefLabel,(BEACHES-BEACHES)@en)-rdf(ENVO:00000091-beach,oio:hasRelatedSynonym-has_related_synonym,beaches-beaches^^xsd:string),downcase)	
GCMD:a654a922-8b69-46f2-be40-d4d830ce999c	GAS HYDRATES	ENVO:01000851	methane clathrate	gas hydr		info(label-exact,rdf(GCMD:a654a922-8b69-46f2-be40-d4d830ce999c-GAS HYDRATES,skos:prefLabel,(GAS HYDRATES-GAS HYDRATES)@en)-rdf(ENVO:01000851-methane clathrate,oio:hasExactSynonym-has_exact_synonym,gas hydrate-gas hydrate^^xsd:string),stem)	
GCMD:a779ee72-d21e-4106-9efa-93e970bc287f	EARTHQUAKES	ENVO:01000677	earthquake	earthquak		info(label-label,rdf(GCMD:a779ee72-d21e-4106-9efa-93e970bc287f-EARTHQUAKES,skos:prefLabel,(EARTHQUAKES-EARTHQUAKES)@en)-rdf(ENVO:01000677-earthquake,rdfs:label,(earthquake-earthquake)@en),stem)	
GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144	ESTUARIES	ENVO:00000045	estuary	estuari		info(label-exact,rdf(GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144-ESTUARIES,skos:prefLabel,(ESTUARIES-ESTUARIES)@en)-rdf(ENVO:00000045-estuary,oio:hasExactSynonym-has_exact_synonym,Estuary-Estuary^^xsd:string),stem)	
GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144	ESTUARIES	ENVO:00000045	estuary	estuari		info(label-exact,rdf(GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144-ESTUARIES,skos:prefLabel,(ESTUARIES-ESTUARIES)@en)-rdf(ENVO:00000045-estuary,oio:hasExactSynonym-has_exact_synonym,estuary-estuary^^xsd:string),stem)	
GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144	ESTUARIES	ENVO:00000045	estuary	estuari		info(label-label,rdf(GCMD:a7dcdedf-bcc5-4032-b70f-7fadf74d6144-ESTUARIES,skos:prefLabel,(ESTUARIES-ESTUARIES)@en)-rdf(ENVO:00000045-estuary,rdfs:label,estuary-estuary^^xsd:string),stem)	
GCMD:a8f6e91f-7875-4597-8ab8-64f4b14e8b49	LANDSLIDES	ENVO:00000520	landslide	landslid		info(label-label,rdf(GCMD:a8f6e91f-7875-4597-8ab8-64f4b14e8b49-LANDSLIDES,skos:prefLabel,(LANDSLIDES-LANDSLIDES)@en)-rdf(ENVO:00000520-landslide,rdfs:label,landslide-landslide^^xsd:string),stem)	
GCMD:a90306f0-353c-4083-941a-0973a6fd6584	FREEZING RAIN	ENVO:01000896	freezing rainfall	freezing rain		info(label-broad,rdf(GCMD:a90306f0-353c-4083-941a-0973a6fd6584-FREEZING RAIN,skos:prefLabel,(FREEZING RAIN-FREEZING RAIN)@en)-rdf(ENVO:01000896-freezing rainfall,oio:hasBroadSynonym-has_broad_synonym,freezing rain-freezing rain^^xsd:string),downcase)	
GCMD:a90306f0-353c-4083-941a-0973a6fd6584	FREEZING RAIN	ENVO:01000896	freezing rainfall	freezing rain		info(label-broad,rdf(GCMD:a90306f0-353c-4083-941a-0973a6fd6584-FREEZING RAIN,skos:prefLabel,(FREEZING RAIN-FREEZING RAIN)@en)-rdf(ENVO:01000896-freezing rainfall,oio:hasBroadSynonym-has_broad_synonym,freezing rain-freezing rain^^xsd:string),stem)	
GCMD:a90899c8-fe50-48e0-b92c-bb64f6ae681c	FJORDS	ENVO:00000039	fjord	fjord		info(label-label,rdf(GCMD:a90899c8-fe50-48e0-b92c-bb64f6ae681c-FJORDS,skos:prefLabel,(FJORDS-FJORDS)@en)-rdf(ENVO:00000039-fjord,rdfs:label,fjord-fjord^^xsd:string),stem)	
GCMD:a91a00f7-05ed-4633-9fac-1772a48b6342	CONTINENTAL MARGINS	ENVO:01000298	continental margin	continental margin		info(label-label,rdf(GCMD:a91a00f7-05ed-4633-9fac-1772a48b6342-CONTINENTAL MARGINS,skos:prefLabel,(CONTINENTAL MARGINS-CONTINENTAL MARGINS)@en)-rdf(ENVO:01000298-continental margin,rdfs:label,continental margin-continental margin^^xsd:string),stem)	
GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e	AGRICULTURE	ENVO:01001246	agricultural process	agricultur		info(label-related,rdf(GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e-AGRICULTURE,skos:prefLabel,(AGRICULTURE-AGRICULTURE)@en)-rdf(ENVO:01001246-agricultural process,oio:hasRelatedSynonym-has_related_synonym,agriculture-agriculture^^xsd:string),stem)	
GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e	AGRICULTURE	ENVO:01001246	agricultural process	agriculture		info(label-related,rdf(GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e-AGRICULTURE,skos:prefLabel,(AGRICULTURE-AGRICULTURE)@en)-rdf(ENVO:01001246-agricultural process,oio:hasRelatedSynonym-has_related_synonym,agriculture-agriculture^^xsd:string),downcase)	
GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e	AGRICULTURE	ENVO:01001248	animal husbandry	agricultur		info(label-related,rdf(GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e-AGRICULTURE,skos:prefLabel,(AGRICULTURE-AGRICULTURE)@en)-rdf(ENVO:01001248-animal husbandry,oio:hasRelatedSynonym-has_related_synonym,agriculture-agriculture^^xsd:string),stem)	
GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e	AGRICULTURE	ENVO:01001248	animal husbandry	agriculture		info(label-related,rdf(GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e-AGRICULTURE,skos:prefLabel,(AGRICULTURE-AGRICULTURE)@en)-rdf(ENVO:01001248-animal husbandry,oio:hasRelatedSynonym-has_related_synonym,agriculture-agriculture^^xsd:string),downcase)	
GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e	AGRICULTURE	ENVO:01001442	agriculture	agricultur		info(label-label,rdf(GCMD:a956d045-3b12-441c-8a18-fac7d33b2b4e-AGRICULTURE,skos:prefLabel,(AGRICULTURE-AGRICULTURE)@en)-rdf(ENVO:01001442-agriculture,rdfs:label,(agriculture-agriculture)@en),stem)	
